user_id,name,email,signup_date,plan,country,company_size,status,mrr
USR0343,User 343,user343@company.com,2024-02-07,Starter,Germany,1-10,Active,29
USR0344,User 344,user344@company.com,2024-05-26,Trial,United States,201-500,Churned,0
USR0345,User 345,user345@company.com,2024-02-29,Growth,United States,51-200,Active,79
USR0346,User 346,user346@company.com,2024-06-23,Starter,United Kingdom,201-500,Active,29
USR0347,User 347,user347@company.com,2024-05-13,Growth,United States,11-50,Active,79
USR0348,User 348,user348@company.com,2024-01-06,Starter,United States,51-200,Active,29
USR0349,User 349,user349@company.com,2024-04-30,Starter,United States,51-200,Active,29
USR0350,User 350,user350@company.com,2024-04-13,Trial,United Kingdom,1-10,Churned,0
USR0351,User 351,user351@company.com,2024-03-20,Starter,United States,500+,Active,29
USR0352,User 352,user352@company.com,2024-04-10,Enterprise,United Kingdom,11-50,Active,199
USR0353,User 353,user353@company.com,2024-02-21,Starter,Canada,51-200,Active,29
USR0354,User 354,user354@company.com,2024-02-10,Starter,United Kingdom,11-50,Churned,0
USR0355,User 355,user355@company.com,2024-02-06,Starter,United States,11-50,Active,29
USR0356,User 356,user356@company.com,2024-01-08,Growth,United States,11-50,Active,79
USR0357,User 357,user357@company.com,2024-01-02,Starter,United States,11-50,Active,29
USR0358,User 358,user358@company.com,2024-02-18,Growth,United States,201-500,Active,79
USR0359,User 359,user359@company.com,2024-02-29,Starter,United States,1-10,Churned,0
USR0360,User 360,user360@company.com,2024-06-20,Starter,Germany,11-50,Churned,0
USR0361,User 361,user361@company.com,2024-06-09,Starter,United Kingdom,51-200,Active,29
USR0362,User 362,user362@company.com,2024-06-26,Starter,United Kingdom,1-10,Active,29
USR0363,User 363,user363@company.com,2024-01-09,Starter,United Kingdom,1-10,Churned,0
USR0364,User 364,user364@company.com,2024-05-03,Growth,United States,11-50,Active,79
USR0365,User 365,user365@company.com,2024-01-20,Growth,United States,11-50,Active,79
USR0366,User 366,user366@company.com,2024-03-13,Starter,United States,11-50,Active,29
USR0367,User 367,user367@company.com,2024-04-29,Trial,United States,11-50,Churned,0
USR0368,User 368,user368@company.com,2024-01-29,Trial,United States,11-50,Churned,0
USR0369,User 369,user369@company.com,2024-01-15,Growth,Australia,11-50,Active,79
USR0370,User 370,user370@company.com,2024-04-26,Growth,Germany,51-200,Converted,79
USR0371,User 371,user371@company.com,2024-05-19,Growth,United States,51-200,Churned,0
USR0372,User 372,user372@company.com,2024-06-12,Starter,United States,201-500,Active,29
USR0373,User 373,user373@company.com,2024-06-04,Growth,Canada,500+,Active,79
USR0374,User 374,user374@company.com,2024-06-03,Enterprise,United States,51-200,Active,199
USR0375,User 375,user375@company.com,2024-01-02,Trial,United States,11-50,Active,0
USR0376,User 376,user376@company.com,2024-05-29,Starter,Australia,11-50,Active,29
USR0377,User 377,user377@company.com,2024-01-02,Starter,Canada,11-50,Active,29
USR0378,User 378,user378@company.com,2024-03-26,Growth,Canada,51-200,Churned,0
USR0379,User 379,user379@company.com,2024-04-06,Starter,United Kingdom,11-50,Active,29
USR0380,User 380,user380@company.com,2024-05-14,Trial,Canada,1-10,Churned,0
USR0381,User 381,user381@company.com,2024-02-15,Starter,United States,1-10,Churned,0
USR0382,User 382,user382@company.com,2024-06-13,Starter,United States,1-10,Active,29
USR0383,User 383,user383@company.com,2024-06-26,Starter,Germany,1-10,Active,29
USR0384,User 384,user384@company.com,2024-05-17,Growth,Canada,11-50,Active,79
USR0385,User 385,user385@company.com,2024-03-23,Starter,United States,51-200,Churned,0
USR0386,User 386,user386@company.com,2024-04-25,Growth,Germany,51-200,Active,79
USR0387,User 387,user387@company.com,2024-05-28,Starter,United States,51-200,Active,29
USR0388,User 388,user388@company.com,2024-05-29,Enterprise,Canada,201-500,Active,199
USR0389,User 389,user389@company.com,2024-01-01,Growth,United Kingdom,500+,Active,79
USR0390,User 390,user390@company.com,2024-02-26,Starter,Canada,500+,Active,29
USR0391,User 391,user391@company.com,2024-06-08,Growth,Australia,51-200,Churned,0
USR0392,User 392,user392@company.com,2024-04-17,Trial,United States,11-50,Active,0
USR0393,User 393,user393@company.com,2024-05-19,Enterprise,United Kingdom,11-50,Active,199
USR0394,User 394,user394@company.com,2024-05-03,Enterprise,Germany,1-10,Active,199
USR0395,User 395,user395@company.com,2024-02-07,Starter,United States,11-50,Active,29
USR0396,User 396,user396@company.com,2024-03-22,Growth,United States,11-50,Active,79
USR0397,User 397,user397@company.com,2024-03-06,Trial,United States,51-200,Active,0
USR0398,User 398,user398@company.com,2024-04-17,Starter,Germany,1-10,Active,29
USR0399,User 399,user399@company.com,2024-01-23,Starter,Australia,1-10,Active,29
USR0400,User 400,user400@company.com,2024-05-25,Enterprise,United States,51-200,Active,199
USR0401,User 401,user401@company.com,2024-05-21,Enterprise,Australia,51-200,Active,199
USR0402,User 402,user402@company.com,2024-05-17,Enterprise,United Kingdom,1-10,Active,199
USR0403,User 403,user403@company.com,2024-04-01,Trial,Canada,11-50,Active,0
USR0404,User 404,user404@company.com,2024-02-05,Enterprise,United States,11-50,Active,199
USR0405,User 405,user405@company.com,2024-05-29,Growth,United Kingdom,201-500,Active,79
USR0406,User 406,user406@company.com,2024-02-12,Trial,United States,1-10,Active,0
USR0407,User 407,user407@company.com,2024-05-15,Growth,United States,11-50,Active,79
USR0408,User 408,user408@company.com,2024-04-05,Starter,United Kingdom,51-200,Active,29
USR0409,User 409,user409@company.com,2024-04-26,Starter,United States,51-200,Active,29
USR0410,User 410,user410@company.com,2024-03-03,Starter,United States,11-50,Converted,29
USR0411,User 411,user411@company.com,2024-02-17,Enterprise,Germany,201-500,Active,199
USR0412,User 412,user412@company.com,2024-05-16,Trial,Canada,51-200,Churned,0
USR0413,User 413,user413@company.com,2024-04-28,Trial,Canada,201-500,Active,0
USR0414,User 414,user414@company.com,2024-01-29,Growth,United Kingdom,201-500,Active,79
USR0415,User 415,user415@company.com,2024-06-27,Starter,United Kingdom,51-200,Active,29
USR0416,User 416,user416@company.com,2024-06-08,Starter,United Kingdom,201-500,Active,29
USR0417,User 417,user417@company.com,2024-04-17,Starter,United Kingdom,11-50,Active,29
USR0418,User 418,user418@company.com,2024-06-30,Enterprise,Canada,1-10,Churned,0
USR0419,User 419,user419@company.com,2024-01-29,Growth,Germany,51-200,Active,79
USR0420,User 420,user420@company.com,2024-01-11,Growth,United States,201-500,Active,79
USR0421,User 421,user421@company.com,2024-05-03,Growth,United States,51-200,Converted,79
USR0422,User 422,user422@company.com,2024-06-14,Starter,United States,51-200,Converted,29
USR0423,User 423,user423@company.com,2024-02-17,Growth,United States,11-50,Active,79
USR0424,User 424,user424@company.com,2024-02-03,Starter,United States,1-10,Churned,0
USR0425,User 425,user425@company.com,2024-04-05,Growth,Australia,51-200,Churned,0
USR0426,User 426,user426@company.com,2024-05-02,Starter,Australia,11-50,Active,29
USR0427,User 427,user427@company.com,2024-06-21,Growth,United States,11-50,Active,79
USR0428,User 428,user428@company.com,2024-05-07,Enterprise,Germany,1-10,Active,199
USR0429,User 429,user429@company.com,2024-06-11,Enterprise,United States,500+,Active,199
USR0430,User 430,user430@company.com,2024-04-29,Growth,United States,1-10,Active,79
USR0431,User 431,user431@company.com,2024-03-19,Starter,Canada,1-10,Active,29
USR0432,User 432,user432@company.com,2024-06-14,Growth,Australia,201-500,Active,79
USR0433,User 433,user433@company.com,2024-03-31,Trial,Australia,11-50,Active,0
USR0434,User 434,user434@company.com,2024-01-05,Enterprise,United States,11-50,Active,199
USR0435,User 435,user435@company.com,2024-03-18,Starter,Canada,51-200,Active,29
USR0436,User 436,user436@company.com,2024-06-09,Starter,Germany,51-200,Churned,0
USR0437,User 437,user437@company.com,2024-01-08,Growth,Canada,1-10,Active,79
USR0438,User 438,user438@company.com,2024-05-07,Enterprise,Canada,11-50,Active,199
USR0439,User 439,user439@company.com,2024-03-16,Trial,Canada,11-50,Churned,0
USR0440,User 440,user440@company.com,2024-03-14,Growth,Canada,500+,Active,79
USR0441,User 441,user441@company.com,2024-01-29,Growth,Canada,11-50,Active,79
USR0442,User 442,user442@company.com,2024-03-03,Enterprise,Germany,11-50,Active,199
USR0443,User 443,user443@company.com,2024-06-07,Starter,Germany,500+,Churned,0
USR0444,User 444,user444@company.com,2024-05-03,Growth,Canada,11-50,Converted,79
USR0445,User 445,user445@company.com,2024-01-01,Enterprise,Canada,1-10,Active,199
USR0446,User 446,user446@company.com,2024-01-03,Enterprise,United States,51-200,Active,199
USR0447,User 447,user447@company.com,2024-01-19,Growth,United States,51-200,Active,79
USR0448,User 448,user448@company.com,2024-03-05,Starter,Germany,11-50,Active,29
USR0449,User 449,user449@company.com,2024-03-01,Trial,Germany,11-50,Active,0
USR0450,User 450,user450@company.com,2024-04-27,Starter,United States,51-200,Churned,0
USR0451,User 451,user451@company.com,2024-06-22,Trial,Canada,11-50,Active,0
USR0452,User 452,user452@company.com,2024-03-12,Starter,United States,500+,Active,29
USR0453,User 453,user453@company.com,2024-06-17,Starter,United States,500+,Active,29
USR0454,User 454,user454@company.com,2024-05-05,Trial,United States,201-500,Active,0
USR0455,User 455,user455@company.com,2024-04-26,Growth,Canada,1-10,Active,79
USR0456,User 456,user456@company.com,2024-01-14,Starter,United Kingdom,51-200,Active,29
USR0457,User 457,user457@company.com,2024-03-28,Growth,United States,11-50,Active,79
USR0458,User 458,user458@company.com,2024-02-23,Growth,Canada,1-10,Active,79
USR0459,User 459,user459@company.com,2024-03-04,Trial,Australia,11-50,Active,0
USR0460,User 460,user460@company.com,2024-05-23,Growth,Canada,201-500,Active,79
USR0461,User 461,user461@company.com,2024-05-05,Growth,Canada,51-200,Churned,0
USR0462,User 462,user462@company.com,2024-01-09,Growth,United States,201-500,Active,79
USR0463,User 463,user463@company.com,2024-05-31,Trial,United States,1-10,Churned,0
USR0464,User 464,user464@company.com,2024-01-01,Starter,United Kingdom,11-50,Churned,0
USR0465,User 465,user465@company.com,2024-06-30,Growth,Canada,11-50,Active,79
USR0466,User 466,user466@company.com,2024-02-16,Starter,United States,1-10,Churned,0
USR0467,User 467,user467@company.com,2024-06-14,Growth,United States,1-10,Churned,0
USR0468,User 468,user468@company.com,2024-03-13,Starter,United States,201-500,Active,29
USR0469,User 469,user469@company.com,2024-02-12,Starter,United Kingdom,11-50,Converted,29
USR0470,User 470,user470@company.com,2024-05-01,Growth,United States,11-50,Active,79
USR0471,User 471,user471@company.com,2024-04-21,Enterprise,United States,11-50,Active,199
USR0472,User 472,user472@company.com,2024-05-27,Starter,United States,51-200,Churned,0
USR0473,User 473,user473@company.com,2024-02-14,Starter,United States,51-200,Active,29
USR0474,User 474,user474@company.com,2024-05-21,Growth,United States,11-50,Active,79
USR0475,User 475,user475@company.com,2024-06-21,Starter,United States,51-200,Active,29
USR0476,User 476,user476@company.com,2024-03-07,Starter,United Kingdom,1-10,Active,29
USR0477,User 477,user477@company.com,2024-03-31,Growth,United States,500+,Active,79
USR0478,User 478,user478@company.com,2024-03-28,Starter,United States,11-50,Active,29
USR0479,User 479,user479@company.com,2024-06-26,Starter,Germany,11-50,Churned,0
USR0480,User 480,user480@company.com,2024-05-19,Starter,United States,51-200,Churned,0
USR0481,User 481,user481@company.com,2024-01-13,Trial,United States,11-50,Churned,0
USR0482,User 482,user482@company.com,2024-06-02,Trial,United States,51-200,Active,0
USR0483,User 483,user483@company.com,2024-03-02,Trial,United States,500+,Churned,0
USR0484,User 484,user484@company.com,2024-05-25,Growth,Australia,11-50,Active,79
USR0485,User 485,user485@company.com,2024-03-01,Starter,United States,11-50,Active,29
USR0486,User 486,user486@company.com,2024-05-02,Growth,United States,11-50,Churned,0
USR0487,User 487,user487@company.com,2024-03-10,Starter,United States,1-10,Active,29
USR0488,User 488,user488@company.com,2024-04-02,Enterprise,United States,11-50,Active,199
USR0489,User 489,user489@company.com,2024-06-14,Starter,Canada,1-10,Active,29
USR0490,User 490,user490@company.com,2024-02-05,Starter,Germany,1-10,Converted,29
USR0491,User 491,user491@company.com,2024-02-26,Starter,United States,1-10,Active,29
USR0492,User 492,user492@company.com,2024-04-12,Growth,United States,11-50,Active,79
USR0493,User 493,user493@company.com,2024-03-12,Growth,United States,1-10,Active,79
USR0494,User 494,user494@company.com,2024-03-29,Starter,United States,201-500,Active,29
USR0495,User 495,user495@company.com,2024-03-17,Enterprise,United States,11-50,Active,199
USR0496,User 496,user496@company.com,2024-02-19,Growth,United States,11-50,Active,79
USR0497,User 497,user497@company.com,2024-02-08,Starter,Germany,1-10,Active,29
USR0498,User 498,user498@company.com,2024-04-17,Enterprise,United Kingdom,1-10,Active,199
USR0499,User 499,user499@company.com,2024-04-27,Starter,United States,51-200,Churned,0
USR0500,User 500,user500@company.com,2024-01-12,Growth,United States,1-10,Active,79
USR0501,User 501,user501@company.com,2024-06-29,Starter,United Kingdom,51-200,Churned,0
USR0502,User 502,user502@company.com,2024-05-19,Growth,United States,51-200,Active,79
USR0503,User 503,user503@company.com,2024-05-29,Starter,United States,51-200,Active,29
USR0504,User 504,user504@company.com,2024-06-06,Starter,United Kingdom,11-50,Active,29
USR0505,User 505,user505@company.com,2024-05-17,Trial,United States,11-50,Active,0
USR0506,User 506,user506@company.com,2024-05-13,Starter,United States,11-50,Active,29
USR0507,User 507,user507@company.com,2024-04-01,Enterprise,United Kingdom,51-200,Active,199
USR0508,User 508,user508@company.com,2024-01-20,Starter,United States,51-200,Active,29
USR0509,User 509,user509@company.com,2024-05-02,Enterprise,United States,11-50,Active,199
USR0510,User 510,user510@company.com,2024-04-16,Growth,Canada,11-50,Active,79
USR0511,User 511,user511@company.com,2024-01-21,Starter,United States,1-10,Active,29
USR0512,User 512,user512@company.com,2024-01-12,Trial,Australia,500+,Churned,0
USR0513,User 513,user513@company.com,2024-02-11,Starter,Canada,11-50,Active,29
USR0514,User 514,user514@company.com,2024-05-10,Starter,United States,51-200,Churned,0
USR0515,User 515,user515@company.com,2024-01-16,Enterprise,Canada,11-50,Churned,0
USR0516,User 516,user516@company.com,2024-01-30,Growth,United States,51-200,Active,79
USR0517,User 517,user517@company.com,2024-03-10,Growth,United States,1-10,Active,79
USR0518,User 518,user518@company.com,2024-05-26,Growth,United Kingdom,1-10,Active,79
USR0519,User 519,user519@company.com,2024-01-11,Starter,United States,1-10,Active,29
USR0520,User 520,user520@company.com,2024-05-11,Starter,United States,51-200,Active,29
USR0521,User 521,user521@company.com,2024-06-07,Starter,United States,1-10,Churned,0
USR0522,User 522,user522@company.com,2024-05-14,Starter,United States,500+,Active,29
USR0523,User 523,user523@company.com,2024-01-14,Starter,United States,51-200,Active,29
USR0524,User 524,user524@company.com,2024-01-04,Growth,United States,1-10,Active,79
USR0525,User 525,user525@company.com,2024-03-16,Trial,Germany,11-50,Active,0
USR0526,User 526,user526@company.com,2024-01-15,Growth,Canada,11-50,Churned,0
USR0527,User 527,user527@company.com,2024-05-12,Growth,United Kingdom,11-50,Active,79
USR0528,User 528,user528@company.com,2024-01-28,Growth,Australia,1-10,Active,79
USR0529,User 529,user529@company.com,2024-06-27,Starter,Germany,500+,Churned,0
USR0530,User 530,user530@company.com,2024-06-23,Enterprise,Australia,1-10,Active,199
USR0531,User 531,user531@company.com,2024-04-14,Enterprise,United States,51-200,Churned,0
USR0532,User 532,user532@company.com,2024-03-09,Growth,Canada,1-10,Active,79
USR0533,User 533,user533@company.com,2024-06-07,Trial,United States,11-50,Active,0
USR0534,User 534,user534@company.com,2024-01-16,Trial,United Kingdom,201-500,Active,0
USR0535,User 535,user535@company.com,2024-03-26,Trial,United States,51-200,Churned,0
USR0536,User 536,user536@company.com,2024-01-15,Starter,United States,201-500,Churned,0
USR0537,User 537,user537@company.com,2024-02-17,Trial,United States,1-10,Active,0
USR0538,User 538,user538@company.com,2024-03-23,Enterprise,United States,1-10,Active,199
USR0539,User 539,user539@company.com,2024-04-17,Growth,Canada,51-200,Active,79
USR0540,User 540,user540@company.com,2024-02-16,Starter,Canada,11-50,Active,29
USR0541,User 541,user541@company.com,2024-03-17,Trial,United States,1-10,Active,0
USR0542,User 542,user542@company.com,2024-03-16,Starter,Canada,201-500,Churned,0
USR0543,User 543,user543@company.com,2024-05-07,Growth,Canada,1-10,Churned,0
USR0544,User 544,user544@company.com,2024-03-09,Enterprise,United Kingdom,201-500,Churned,0
USR0545,User 545,user545@company.com,2024-04-01,Starter,United States,11-50,Converted,29
USR0546,User 546,user546@company.com,2024-05-10,Enterprise,Germany,11-50,Churned,0
USR0547,User 547,user547@company.com,2024-02-24,Starter,Canada,11-50,Converted,29
USR0548,User 548,user548@company.com,2024-03-08,Trial,United States,51-200,Active,0
USR0549,User 549,user549@company.com,2024-02-20,Growth,United Kingdom,51-200,Active,79
USR0550,User 550,user550@company.com,2024-06-25,Growth,Germany,51-200,Active,79
USR0551,User 551,user551@company.com,2024-03-22,Starter,United States,201-500,Active,29
USR0552,User 552,user552@company.com,2024-04-08,Enterprise,United States,1-10,Active,199
USR0553,User 553,user553@company.com,2024-01-09,Trial,Canada,1-10,Active,0
USR0554,User 554,user554@company.com,2024-03-07,Growth,Australia,51-200,Churned,0
USR0555,User 555,user555@company.com,2024-06-16,Growth,Australia,500+,Active,79
USR0556,User 556,user556@company.com,2024-03-10,Starter,Germany,11-50,Active,29
USR0557,User 557,user557@company.com,2024-06-21,Enterprise,United States,1-10,Active,199
USR0558,User 558,user558@company.com,2024-01-24,Enterprise,Canada,1-10,Active,199
USR0559,User 559,user559@company.com,2024-06-25,Enterprise,United States,51-200,Active,199
USR0560,User 560,user560@company.com,2024-03-09,Starter,Australia,11-50,Active,29
USR0561,User 561,user561@company.com,2024-05-04,Starter,United States,1-10,Active,29
USR0562,User 562,user562@company.com,2024-05-30,Growth,United States,11-50,Active,79
USR0563,User 563,user563@company.com,2024-06-06,Starter,Australia,1-10,Active,29
USR0564,User 564,user564@company.com,2024-04-06,Enterprise,United States,11-50,Churned,0
USR0565,User 565,user565@company.com,2024-05-06,Starter,United States,11-50,Active,29
USR0566,User 566,user566@company.com,2024-05-23,Starter,United States,1-10,Active,29
USR0567,User 567,user567@company.com,2024-03-20,Trial,Canada,51-200,Active,0
USR0568,User 568,user568@company.com,2024-01-12,Starter,Australia,11-50,Active,29
USR0569,User 569,user569@company.com,2024-06-16,Starter,Australia,51-200,Active,29
USR0570,User 570,user570@company.com,2024-06-05,Starter,United States,500+,Active,29
USR0571,User 571,user571@company.com,2024-01-27,Trial,Germany,1-10,Churned,0
USR0572,User 572,user572@company.com,2024-05-12,Starter,United States,51-200,Active,29
USR0573,User 573,user573@company.com,2024-04-29,Growth,Canada,11-50,Active,79
USR0574,User 574,user574@company.com,2024-01-27,Trial,Germany,51-200,Active,0
USR0575,User 575,user575@company.com,2024-03-24,Growth,United States,51-200,Active,79
USR0576,User 576,user576@company.com,2024-05-25,Starter,United States,51-200,Active,29
USR0577,User 577,user577@company.com,2024-06-21,Starter,United States,1-10,Converted,29
USR0578,User 578,user578@company.com,2024-03-31,Growth,Australia,51-200,Active,79
USR0579,User 579,user579@company.com,2024-02-28,Growth,United States,201-500,Active,79
USR0580,User 580,user580@company.com,2024-05-28,Trial,United States,11-50,Active,0
USR0581,User 581,user581@company.com,2024-01-04,Enterprise,United States,51-200,Churned,0
USR0582,User 582,user582@company.com,2024-03-12,Enterprise,United States,51-200,Active,199
USR0583,User 583,user583@company.com,2024-06-18,Enterprise,United Kingdom,1-10,Active,199
USR0584,User 584,user584@company.com,2024-04-10,Enterprise,United States,11-50,Active,199
USR0585,User 585,user585@company.com,2024-05-24,Starter,United States,51-200,Active,29
USR0586,User 586,user586@company.com,2024-02-15,Growth,Germany,51-200,Active,79
USR0587,User 587,user587@company.com,2024-03-16,Starter,Australia,51-200,Active,29
USR0588,User 588,user588@company.com,2024-02-25,Starter,Canada,201-500,Active,29
USR0589,User 589,user589@company.com,2024-05-30,Starter,Canada,11-50,Churned,0
USR0590,User 590,user590@company.com,2024-06-10,Starter,United States,1-10,Active,29
USR0591,User 591,user591@company.com,2024-01-18,Growth,United Kingdom,51-200,Active,79
USR0592,User 592,user592@company.com,2024-03-17,Growth,United States,11-50,Active,79
USR0593,User 593,user593@company.com,2024-05-30,Growth,Canada,1-10,Active,79
USR0594,User 594,user594@company.com,2024-01-14,Growth,United States,11-50,Active,79
USR0595,User 595,user595@company.com,2024-04-14,Starter,United States,11-50,Churned,0
USR0596,User 596,user596@company.com,2024-01-11,Trial,United States,1-10,Churned,0
USR0597,User 597,user597@company.com,2024-01-02,Trial,United States,51-200,Churned,0
USR0598,User 598,user598@company.com,2024-03-28,Starter,United States,11-50,Active,29
USR0599,User 599,user599@company.com,2024-01-23,Growth,United States,51-200,Active,79
USR0600,User 600,user600@company.com,2024-02-05,Growth,United States,1-10,Churned,0
